Car_Name,Car_Brand,Engine Capacity,Category,model Year,Milage,Fuel Type,Transmission,City Registered,Price
Fortuner,Toyota,2800 cc,SUV,2021,"39,235 km",Diesel,Automatic,Islamabad,PKR 1.64 crore
Fortuner,Toyota,2700 cc,SUV,2015,"140,000 km",Petrol,Automatic,Islamabad,PKR 78.5 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"19,800 km",Diesel,Automatic,Lahore,PKR 1.7 crore
Fortuner,Toyota,2700 cc,SUV,2017,"67,987 km",Petrol,Automatic,Karachi,PKR 1.03 crore
Fortuner,Toyota,2800 cc,SUV,2021,"13,500 km",Diesel,Automatic,Punjab,PKR 1.68 crore
Fortuner,Toyota,2800 cc,SUV,2023,690 km,Diesel,Automatic,Un-Registered,PKR 2.09 crore
Fortuner,Toyota,2800 cc,SUV,2023,"5,000 km",Diesel,Automatic,Karachi,Call for price
Fortuner,Toyota,2800 cc,SUV,2021,"29,000 km",Diesel,Automatic,Karachi,Call for price
Fortuner,Toyota,2800 cc,N/A,2022,"9,800 km",Diesel,Automatic,Punjab,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2022,"19,000 km",Diesel,Automatic,Karachi,PKR 1.75 crore
Fortuner,Toyota,2700 cc,SUV,2017,"52,000 km",Petrol,Automatic,Karachi,PKR 97.45 lacs
Fortuner,Toyota,2800 cc,SUV,2023,78 km,Diesel,Automatic,Un-Registered,PKR 1.92 crore
Fortuner,Toyota,2800 cc,SUV,2021,"50,000 km",Diesel,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2800 cc,SUV,2021,"2,300 km",Diesel,Automatic,Sindh,PKR 1.52 crore
Fortuner,Toyota,2800 cc,SUV,2020,"40,000 km",Diesel,Automatic,Sindh,PKR 1.39 crore
Fortuner,Toyota,2800 cc,SUV,2022,"35,000 km",Diesel,Automatic,Un-Registered,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2021,"25,800 km",Petrol,Automatic,Islamabad,PKR 1.52 crore
Fortuner,Toyota,2700 cc,SUV,2017,"107,000 km",Petrol,Automatic,Islamabad,PKR 1.08 crore
Fortuner,Toyota,2700 cc,SUV,2018,"86,000 km",Petrol,Automatic,Islamabad,PKR 1.14 crore
Fortuner,Toyota,2700 cc,SUV,2019,"40,000 km",Petrol,Automatic,Islamabad,PKR 1.3 crore
Fortuner,Toyota,2800 cc,SUV,2022,800 km,Diesel,Automatic,Lahore,PKR 1.9 crore
Fortuner,Toyota,2700 cc,SUV,2016,"50,000 km",Petrol,Automatic,Sindh,PKR 99 lacs
Fortuner,Toyota,2700 cc,SUV,2019,"65,000 km",Petrol,Automatic,Punjab,PKR 1.25 crore
Fortuner,Toyota,2800 cc,SUV,2023,5 km,Diesel,Automatic,Un-Registered,PKR 1.99 crore
Fortuner,Toyota,2700 cc,SUV,2022,"15,000 km",Petrol,Automatic,Lahore,PKR 1.36 crore
Fortuner,Toyota,2800 cc,SUV,2022,"52,500 km",Diesel,Automatic,Sindh,PKR 1.72 crore
Fortuner,Toyota,2800 cc,SUV,2020,"63,500 km",Diesel,Automatic,Islamabad,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2022,"21,000 km",Diesel,Automatic,Islamabad,PKR 1.8 crore
Benz,Mercedes,6300 cc,N/A,2008,"100,600 km",Petrol,Automatic,Islamabad,PKR 1.65 crore
Fortuner,Toyota,2800 cc,SUV,2022,"34,318 km",Diesel,Automatic,Punjab,PKR 1.76 crore
Fortuner,Toyota,2800 cc,SUV,2021,"67,810 km",Diesel,Automatic,Punjab,PKR 1.59 crore
Fortuner,Toyota,2700 cc,SUV,2021,"4,800 km",Petrol,Automatic,Punjab,PKR 1.44 crore
Fortuner,Toyota,2800 cc,SUV,2023,1 km,Diesel,Automatic,Un-Registered,PKR 2.2 crore
Fortuner,Toyota,2800 cc,SUV,2022,"20,400 km",Diesel,Automatic,Sindh,PKR 1.5 crore
Fortuner,Toyota,2800 cc,SUV,2022,"21,000 km",Diesel,Automatic,Punjab,PKR 1.7 crore
Fortuner,Toyota,2700 cc,SUV,2017,"87,000 km",Petrol,Automatic,Lahore,PKR 1.13 crore
Fortuner,Toyota,2700 cc,SUV,2013,"102,000 km",Petrol,Automatic,Lahore,PKR 72 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"2,270 km",Diesel,Automatic,Sindh,PKR 1.52 crore
Fortuner,Toyota,2700 cc,SUV,2017,"43,000 km",Petrol,Automatic,Karachi,PKR 1.15 crore
Fortuner,Toyota,2700 cc,SUV,2020,"41,641 km",Petrol,Automatic,Islamabad,PKR 1.26 crore
Fortuner,Toyota,2800 cc,SUV,2023,19 km,Diesel,Automatic,Islamabad,PKR 1.98 crore
Fortuner,Toyota,2700 cc,SUV,2018,"46,500 km",Petrol,Automatic,Lahore,PKR 1.3 crore
Fortuner,Toyota,2800 cc,SUV,2021,"19,000 km",Diesel,Automatic,Karachi,PKR 1.48 crore
Fortuner,Toyota,2700 cc,SUV,2017,"64,900 km",Petrol,Automatic,Islamabad,PKR 1.2 crore
Fortuner,Toyota,2700 cc,SUV,2017,"69,000 km",Petrol,Automatic,Islamabad,PKR 1.1 crore
Fortuner,Toyota,2700 cc,SUV,2017,"52,000 km",Petrol,Automatic,Karachi,PKR 97.45 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"131,000 km",Petrol,Automatic,Punjab,PKR 1.18 crore
Fortuner,Toyota,2800 cc,SUV,2023,78 km,Diesel,Automatic,Un-Registered,PKR 1.92 crore
Fortuner,Toyota,2700 cc,SUV,2019,"53,000 km",Petrol,Automatic,Islamabad,PKR 1.3 crore
Fortuner,Toyota,2700 cc,SUV,2021,"107,000 km",Petrol,Automatic,Punjab,PKR 1.48 crore
Fortuner,Toyota,2700 cc,SUV,2016,"59,000 km",Petrol,Automatic,Sindh,PKR 78.6 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"144,000 km",Petrol,Automatic,Okara,PKR 1.15 crore
Fortuner,Toyota,2700 cc,SUV,2013,"167,000 km",Petrol,Automatic,Lahore,PKR 71 lacs
Fortuner,Toyota,2800 cc,SUV,2023,"4,000 km",Diesel,Automatic,Karachi,PKR 2.25 crore
Fortuner,Toyota,2800 cc,SUV,2020,"21,000 km",Diesel,Automatic,Karachi,PKR 1.5 crore
Fortuner,Toyota,2800 cc,SUV,2022,"50,000 km",Diesel,Automatic,Islamabad,PKR 1.8 crore
Fortuner,Toyota,2700 cc,SUV,2015,"145,000 km",Petrol,Automatic,Islamabad,PKR 75.5 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"46,000 km",Diesel,Automatic,Islamabad,PKR 1.56 crore
Fortuner,Toyota,2800 cc,SUV,2022,"7,600 km",Diesel,Automatic,Punjab,PKR 1.87 crore
Fortuner,Toyota,2700 cc,SUV,2022,"12,800 km",Petrol,Automatic,Islamabad,PKR 1.6 crore
Fortuner,Toyota,2700 cc,SUV,2018,"61,745 km",Petrol,Automatic,Islamabad,PKR 1.17 crore
Fortuner,Toyota,2700 cc,SUV,2014,"115,700 km",Petrol,Automatic,Karachi,PKR 68 lacs
Fortuner,Toyota,2700 cc,SUV,2018,"37,000 km",Petrol,Automatic,Lahore,PKR 1.18 crore
Fortuner,Toyota,2800 cc,SUV,2021,"53,000 km",Diesel,Automatic,Punjab,PKR 1.53 crore
Fortuner,Toyota,2800 cc,SUV,2021,"51,000 km",Diesel,Automatic,Karachi,PKR 1.48 crore
Fortuner,Toyota,2700 cc,SUV,2017,"43,000 km",Petrol,Automatic,Karachi,PKR 1.15 crore
Fortuner,Toyota,2800 cc,SUV,2020,"21,000 km",Diesel,Automatic,Karachi,PKR 1.5 crore
Fortuner,Toyota,2700 cc,SUV,2017,"43,000 km",Petrol,Automatic,Karachi,PKR 1.15 crore
Fortuner,Toyota,2800 cc,SUV,2023,"4,000 km",Diesel,Automatic,Karachi,PKR 2.25 crore
Fortuner,Toyota,2700 cc,SUV,2021,"12,000 km",Petrol,Automatic,Karachi,PKR 1.52 crore
Fortuner,Toyota,2700 cc,SUV,2021,"25,500 km",Petrol,Automatic,Punjab,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2019,"29,500 km",Petrol,Automatic,Karachi,PKR 1.18 crore
Fortuner,Toyota,2800 cc,SUV,2022,"15,000 km",Diesel,Automatic,Islamabad,PKR 1.86 crore
Fortuner,Toyota,2800 cc,SUV,2019,"65,000 km",Diesel,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2015,"132,000 km",Petrol,Automatic,Islamabad,PKR 85 lacs
Fortuner,Toyota,2800 cc,SUV,2022,"18,000 km",Diesel,Automatic,Islamabad,PKR 1.92 crore
Fortuner,Toyota,2700 cc,SUV,2021,"14,000 km",Petrol,Automatic,Punjab,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2013,"90,000 km",Petrol,Automatic,Sindh,PKR 60 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"22,000 km",Diesel,Automatic,Punjab,PKR 1.65 crore
Fortuner,Toyota,2700 cc,SUV,2022,"2,774 km",Petrol,Automatic,Karachi,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2023,"10,000 km",Diesel,Automatic,Punjab,PKR 2.07 crore
Fortuner,Toyota,2700 cc,SUV,2022,"23,000 km",Petrol,Automatic,Punjab,PKR 1.53 crore
Fortuner,Toyota,2800 cc,SUV,2023,"2,000 km",Diesel,Automatic,Islamabad,PKR 2.06 crore
Fortuner,Toyota,2800 cc,SUV,2023,"7,000 km",Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2700 cc,SUV,2013,"125,000 km",Petrol,Automatic,Karachi,PKR 67 lacs
Fortuner,Toyota,2800 cc,SUV,2024,5 km,Diesel,Automatic,Un-Registered,Call for price
Fortuner,Toyota,2800 cc,SUV,2022,"53,000 km",Diesel,Automatic,Islamabad,PKR 1.72 crore
Fortuner,Toyota,2800 cc,SUV,2023,"6,000 km",Diesel,Automatic,Punjab,PKR 1.94 crore
Fortuner,Toyota,2800 cc,SUV,2023,10 km,Diesel,Automatic,Un-Registered,PKR 2.1 crore
Fortuner,Toyota,2700 cc,SUV,2022,"34,765 km",Petrol,Automatic,Lahore,PKR 1.6 crore
Sorento,KIA,3500 cc,Compact SUV,2021,"32,000 km",Petrol,Automatic,Punjab,PKR 79.99 lacs
Fortuner,Toyota,2800 cc,SUV,2018,"75,000 km",Diesel,Automatic,Islamabad,PKR 1.26 crore
Fortuner,Toyota,2800 cc,SUV,2019,"106,000 km",Diesel,Automatic,Punjab,PKR 1.29 crore
Fortuner,Toyota,2700 cc,SUV,2021,"28,500 km",Petrol,Automatic,Islamabad,PKR 1.42 crore
Fortuner,Toyota,2700 cc,SUV,2017,"62,000 km",Petrol,Automatic,Karachi,PKR 98 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"75,000 km",Petrol,Automatic,Islamabad,PKR 1.25 crore
Fortuner,Toyota,2700 cc,SUV,2022,"33,000 km",Petrol,Automatic,Islamabad,PKR 1.4 crore
Fortuner,Toyota,2800 cc,SUV,2017,"68,500 km",Diesel,Automatic,Islamabad,PKR 1.28 crore
Fortuner,Toyota,2800 cc,SUV,2023,1 km,Diesel,Automatic,Un-Registered,PKR 1.98 crore
Fortuner,Toyota,2700 cc,SUV,2017,"48,000 km",Petrol,Automatic,Karachi,PKR 1.07 crore
Fortuner,Toyota,2800 cc,SUV,2021,"50,000 km",Diesel,Automatic,Un-Registered,PKR 1.35 crore
Fortuner,Toyota,2700 cc,SUV,2019,"70,530 km",Petrol,Automatic,Islamabad,PKR 1.25 crore
Fortuner,Toyota,2700 cc,SUV,2015,"88,000 km",Petrol,Automatic,Lahore,PKR 78 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"48,000 km",Petrol,Automatic,Karachi,PKR 1.07 crore
Fortuner,Toyota,2800 cc,SUV,2019,"30,940 km",Diesel,Automatic,Islamabad,PKR 1.32 crore
Fortuner,Toyota,2700 cc,SUV,2018,"65,000 km",Petrol,Automatic,Lahore,PKR 1.12 crore
Fortuner,Toyota,2700 cc,SUV,2017,"69,000 km",Petrol,Automatic,Islamabad,PKR 1.11 crore
Fortuner,Toyota,2700 cc,SUV,2018,"89,000 km",Petrol,Automatic,Lahore,PKR 1.22 crore
Fortuner,Toyota,2800 cc,SUV,2024,20 km,Diesel,Automatic,Un-Registered,PKR 2.15 crore
Fortuner,Toyota,2700 cc,SUV,2021,"11,000 km",Petrol,Automatic,Karachi,PKR 1.4 crore
Fortuner,Toyota,2700 cc,SUV,2017,"47,200 km",Petrol,Automatic,Islamabad,Call for price
Fortuner,Toyota,2700 cc,SUV,2022,"28,499 km",Petrol,Automatic,Karachi,PKR 1.65 crore
Fortuner,Toyota,2800 cc,SUV,2023,50 km,Diesel,Automatic,Punjab,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2023,10 km,Diesel,Automatic,Punjab,PKR 1.85 crore
Fortuner,Toyota,2800 cc,SUV,2022,45 km,Diesel,Automatic,Un-Registered,PKR 1.75 crore
Fortuner,Toyota,2700 cc,SUV,2019,"75,000 km",Petrol,Automatic,Islamabad,PKR 1.35 crore
Fortuner,Toyota,2800 cc,SUV,2023,"12,000 km",Diesel,Automatic,Un-Registered,PKR 1.9 crore
Fortuner,Toyota,2700 cc,SUV,2013,"130,000 km",Petrol,Automatic,Lahore,PKR 81 lacs
Fortuner,Toyota,2700 cc,SUV,2015,"165,000 km",Petrol,Automatic,Islamabad,PKR 70 lacs
Fortuner,Toyota,2700 cc,SUV,2015,"57,844 km",Petrol,Automatic,Sindh,PKR 80.5 lacs
Fortuner,Toyota,2700 cc,SUV,2013,"170,000 km",Petrol,Automatic,Lahore,PKR 73.5 lacs
Fortuner,Toyota,2800 cc,SUV,2023,"11,997 km",Diesel,Automatic,Un-Registered,PKR 1.82 crore
Fortuner,Toyota,2700 cc,SUV,2022,"14,500 km",Petrol,Automatic,Punjab,PKR 1.8 crore
Fortuner,Toyota,2700 cc,SUV,2017,"127,902 km",Petrol,Automatic,Islamabad,PKR 1.15 crore
Fortuner,Toyota,2700 cc,SUV,2021,"51,000 km",Petrol,Automatic,Islamabad,PKR 1.24 crore
Fortuner,Toyota,2800 cc,SUV,2022,"15,600 km",Diesel,Automatic,Islamabad,PKR 1.76 crore
Fortuner,Toyota,2800 cc,SUV,2022,"29,000 km",Diesel,Automatic,Punjab,PKR 1.76 crore
Fortuner,Toyota,2700 cc,SUV,2017,"70,000 km",Petrol,Automatic,Islamabad,PKR 1.05 crore
Fortuner,Toyota,2700 cc,SUV,2023,"56,000 km",Petrol,Automatic,Punjab,PKR 1.8 crore
Fortuner,Toyota,2700 cc,SUV,2017,"127,902 km",Petrol,Automatic,Islamabad,PKR 1.15 crore
Fortuner,Toyota,2800 cc,SUV,2022,"29,000 km",Diesel,Automatic,Punjab,PKR 1.76 crore
Fortuner,Toyota,2700 cc,SUV,2023,"56,000 km",Petrol,Automatic,Punjab,PKR 1.8 crore
Fortuner,Toyota,2700 cc,SUV,2018,"85,473 km",Petrol,Automatic,Karachi,PKR 1.22 crore
Fortuner,Toyota,2700 cc,SUV,2016,"110,000 km",Petrol,Automatic,Karachi,PKR 72.5 lacs
Fortuner,Toyota,2800 cc,SUV,2021,"28,000 km",Diesel,Automatic,Islamabad,PKR 1.55 crore
Fortuner,Toyota,2700 cc,SUV,2019,"53,000 km",Petrol,Automatic,Islamabad,PKR 1.28 crore
Fortuner,Toyota,2700 cc,SUV,2013,"108,000 km",Petrol,Automatic,Karachi,PKR 62 lacs
Fortuner,Toyota,2700 cc,SUV,2016,"78,000 km",Petrol,Automatic,Sindh,PKR 79.9 lacs
Fortuner,Toyota,2700 cc,SUV,2017,"50,907 km",Petrol,Automatic,Lahore,PKR 1.16 crore
Fortuner,Toyota,2800 cc,SUV,2022,50 km,Diesel,Automatic,Un-Registered,PKR 1.75 crore
Fortuner,Toyota,2800 cc,SUV,2022,"11,086 km",Diesel,Automatic,Islamabad,PKR 1.85 crore
Fortuner,Toyota,2700 cc,SUV,2018,"120,000 km",Petrol,Automatic,Punjab,PKR 1.17 crore
Fortuner,Toyota,2700 cc,SUV,2021,"47,000 km",Petrol,Automatic,Punjab,PKR 1.45 crore
Fortuner,Toyota,2800 cc,SUV,2020,"22,500 km",Diesel,Automatic,Sindh,PKR 1.42 crore
Fortuner,Toyota,2800 cc,SUV,2018,"76,000 km",Diesel,Automatic,Islamabad,PKR 1.34 crore
Fortuner,Toyota,2700 cc,SUV,2015,"82,000 km",Petrol,Automatic,Islamabad,PKR 90 lacs
Prius,Toyota,1800 cc,N/A,2018,"136,000 km",Petrol,Automatic,Sindh,PKR 86 lacs
Fortuner,Toyota,2700 cc,SUV,2015,"84,000 km",Petrol,Automatic,Lahore,PKR 80 lacs
Fortuner,Toyota,2700 cc,SUV,2018,"49,000 km",Petrol,Automatic,Islamabad,PKR 1.17 crore
Fortuner,Toyota,2800 cc,SUV,2018,"20,000 km",Diesel,Automatic,Islamabad,PKR 1.4 crore
Fortuner,Toyota,2700 cc,SUV,2013,"109,000 km",Petrol,Automatic,Lahore,PKR 75.5 lacs
Fortuner,Toyota,2700 cc,SUV,2015,"87,353 km",Petrol,Automatic,Sindh,PKR 80 lacs
Fortuner,Toyota,2800 cc,SUV,2020,"44,526 km",Diesel,Automatic,Karachi,PKR 1.5 crore
